filename,source_device,capture_date,year_guess,gps_lat,gps_lon,camera_model,archival_box,is_separator,document_date,description,file_path,notes
IMG_0538.HEIC,iphone,2026-03-24 12:27:10 +0000,2026,,,iPhone 15,3,,16.2.73,"A letter from the Institute for Industrial Economics and Organization (Institutt for Industriell Økonomi og Organisasjon) at the University of Trondheim, dated 16 February 1973, addressed to Researcher Olav Terje Bergo at the Norwegian Business School regarding a seminar and requesting continuation of a research project, signed by Professor Knut Holt.",public/images/primary/raw/iphone/IMG_0538.HEIC,
IMG_0539.HEIC,iphone,2026-03-24 12:29:37 +0000,2026,,,iPhone 15,3,,16.2.73,"A letter from Väpenfabrikkens Bedriftstklubb (the weapons factory's works club) in Kongsberg, addressed to Olav Terje Børge and Kirsten Nygård, signed by Svein Ulleberg, discussing a concept and requesting feedback with mentions of critical remarks.",public/images/primary/raw/iphone/IMG_0539.HEIC,
IMG_0540.HEIC,iphone,2026-03-24 12:30:55 +0000,2026,,,iPhone 15,3,,27. februar 1973,"Letter dated 27 February 1973 from Arbeidsgiversamfunn A/S in Oslo to Arne Grip at Linköpings högskola regarding research reports on planning, management and data processing from NJMI's research project.",public/images/primary/raw/iphone/IMG_0540.HEIC,
IMG_0541.HEIC,iphone,2026-03-24 12:31:15 +0000,2026,,,iPhone 15,3,,,"A typed document listing three research reports (Forskningsrapport nr. 4, 5, and 8) concerning workplace safety systems, labor union organization, and work problems at various Norwegian industrial sites, signed by Olav Terje Bergo with a handwritten note in Norwegian at the bottom.",public/images/primary/raw/iphone/IMG_0541.HEIC,
IMG_0542.HEIC,iphone,2026-03-24 12:32:18 +0000,2026,,,iPhone 15,3,,27. februar 1973,"A Norwegian correspondence letter dated February 27, 1973, addressed to Herr Urban Norlán in Uppsala, Sweden, from an organization regarding research reports on planning, data management, and operational matters for a business club (Hydraulik, Brattvåg).",public/images/primary/raw/iphone/IMG_0542.HEIC,
IMG_0543.HEIC,iphone,2026-03-24 12:32:31 +0000,2026,,,iPhone 15,3,,,"Page 2 of a Norwegian research report listing three research projects (nr. 4, 5, and 6) concerning workplace systems, labor organization, and working conditions in various industries, with a note that these are preliminary findings and signed by Olav Tarje Børge.",public/images/primary/raw/iphone/IMG_0543.HEIC,
IMG_0544.HEIC,iphone,2026-03-24 12:33:51 +0000,2026,,,iPhone 15,3,,07/12/80,"A typed letter or document in Norwegian discussing educational matters, including references to schools, students, and administrative procedures, with a date stamp from December 1980.",public/images/primary/raw/iphone/IMG_0544.HEIC,
IMG_0545.HEIC,iphone,2026-03-24 12:41:55 +0000,2026,,,iPhone 15,3,,28. februar 1973,"Letter from Norsk Jern- og Metall Arbeiderforbund (Norwegian Iron and Metal Workers' Union) to Terje Børgo at Norsk Regnsessentral regarding a basic course (Fagliq Grunnkurs Trinn III) scheduled for May 6-11, 1973 at Solborg Hotell, Mandal.",public/images/primary/raw/iphone/IMG_0545.HEIC,
IMG_0546.HEIC,iphone,2026-03-24 12:42:49 +0000,2026,,,iPhone 15,3,,22. januar 1973,"A Norwegian program or agenda document from NSEI (Norsk Selskap for Elektronisk Informasjonsbehandling) dated January 22, 1973, listing various lectures and presentations on topics including administrative information systems, computer science mathematics, databases, programming, and data handling.",public/images/primary/raw/iphone/IMG_0546.HEIC,
IMG_0547.HEIC,iphone,2026-03-24 12:42:53 +0000,2026,,,iPhone 15,3,,23.januar 1973,"A letter dated 23 January 1973 from Oslo, written in Norwegian, discussing the establishment of NSEI (Norsk Selskap for Elektronisk Informasjonsbehandling) and concerns about data handling, privacy, and the need for discussion about data technology development in enterprises.",public/images/primary/raw/iphone/IMG_0547.HEIC,
IMG_0548.HEIC,iphone,2026-03-24 12:42:58 +0000,2026,,,iPhone 15,3,,,"A typed letter in Norwegian, page 2, discussing perspectives on North-DATA matters and NSEI membership, signed by Håvard Hegna on behalf of NSEI, addressed to Olav and Kristen.",public/images/primary/raw/iphone/IMG_0548.HEIC,
IMG_0549.HEIC,iphone,2026-03-24 12:43:02 +0000,2026,,,iPhone 15,3,,22. januar 1973,"A Norwegian document from NSEI (Norsk Selskap for Elektronisk Informasjonsbehandling) listing a programme of work projects for 1973, including topics on administrative information systems, computer science, database engineering, and minicomputers, with various project leaders named.",public/images/primary/raw/iphone/IMG_0549.HEIC,
IMG_0550.HEIC,iphone,2026-03-24 12:45:57 +0000,2026,,,iPhone 15,,,9.mars 1979,"Letter from Olav Terje Børgo to Svenska operationsanalysföreningen regarding two examples of preceding work from Noack-72, discussing production planning and centralized planning in large organizations.",public/images/primary/raw/iphone/IMG_0550.HEIC,
IMG_0551.HEIC,iphone,2026-03-24 12:52:04 +0000,2026,,,iPhone 15,3,,10. april 1973,"Letter from Norsk Regnesentrals (Norwegian Computing Center) regarding booking system issues and data management, addressed to Tillitsmannsutvalget at Braathens SAFE in Fornebu.",public/images/primary/raw/iphone/IMG_0551.HEIC,
IMG_0552.HEIC,iphone,2026-03-24 12:52:10 +0000,2026,,,iPhone 15,3,,,"Page 2 of a Norwegian-language document containing a message from Eystein Fossum of Norsk Regnesentral regarding a dialogue on EDB (electronic data processing) development, signed ""Vennlig hilsen"" (Best regards), with initials /sh at the bottom.",public/images/primary/raw/iphone/IMG_0552.HEIC,
IMG_0553.HEIC,iphone,2026-03-24 12:52:16 +0000,2026,,,iPhone 15,3,,,"Handwritten manuscript page in Norwegian listing archival references and notes with Roman numerals (I-XI), containing references to documents, dates in parentheses (such as 2.6.71, 15.6.70, 25.6.70), and abbreviations like N.J&H, NR, OTOF, and a reference to 'OTE' at the bottom.",public/images/primary/raw/iphone/IMG_0553.HEIC,
IMG_0554.HEIC,iphone,2026-03-24 12:52:26 +0000,2026,,,iPhone 15,3,,15/6,"Norwegian typewritten memo regarding project activities and progress from 15/6, discussing undertakings related to wood materials (Jern og Metall), with sections on forethought, staffing, work with materials, and critical assessments of project work.",public/images/primary/raw/iphone/IMG_0554.HEIC,
IMG_0555.HEIC,iphone,2026-03-24 12:52:37 +0000,2026,,,iPhone 15,3,,17. september 1971,"A Norwegian language document numbered page 2, containing numbered points (1-3 visible) discussing work procedures and recommendations related to planning and string systems, with handwritten annotations in the margins.",public/images/primary/raw/iphone/IMG_0555.HEIC,
IMG_0556.HEIC,iphone,2026-03-24 12:54:27 +0000,2026,,,iPhone 15,3,,28.6.1971,"A Norwegian letter dated 28 June 1971 from JB/VE in Oslo regarding a research project proposal for the Norwegian Technical and Scientific Research Council, discussing funding for a metalworking industry research project and establishing a steering committee with participating companies.",public/images/primary/raw/iphone/IMG_0556.HEIC,
IMG_0557.HEIC,iphone,2026-03-24 12:54:54 +0000,2026,,,iPhone 15,,,,"Norwegian research project document outlining analysis of an existing planning system (CLASS) and recommendations for research materials, course content, and meetings to be conducted with various organisations including AOF (Workers' Education Association).",public/images/primary/raw/iphone/IMG_0557.HEIC,
IMG_0558.HEIC,iphone,2026-03-24 12:55:29 +0000,2026,,,iPhone 15,,,,"A Norwegian research project report (section 5) discussing research conditions, behavior, and local governance, signed by Leif Skau and Jan Salatad for Norsk Jern- og Metallarbeiderforbund.",public/images/primary/raw/iphone/IMG_0558.HEIC,
IMG_0559.HEIC,iphone,2026-03-24 12:55:35 +0000,2026,,,iPhone 15,3,,"1970/71, 19-22","Norwegian research program/project budget document for the Norsk Jern- og Metallarbeiderforbuds (Norwegian Iron and Metal Workers' Union) with planned and actual expenditure tables, a cost curve graph, and a milestones plan listing five research objectives including analysis of planning systems, training programs, and research dissemination activities.",public/images/primary/raw/iphone/IMG_0559.HEIC,
IMG_0560.HEIC,iphone,2026-03-24 12:55:43 +0000,2026,,,iPhone 15,3,,1971,"Norwegian memorandum or project document from Norsk Jern- og Metallarbeiderforund (Norwegian Iron and Metal Workers' Union) describing a research program on workplace conditions, industrial interests, and research project planning for 1971, with a budget table showing allocations for five project phases (P1-P5) totaling 360 units.",public/images/primary/raw/iphone/IMG_0560.HEIC,
IMG_0561.HEIC,iphone,2026-03-24 12:56:27 +0000,2026,,,iPhone 15,3,,26. august 1970,"A letter from Norsk Regnesentral (Norwegian Computing Center) to Norsk Jern- og Metallarbeiderforbund regarding research project note 1, discussing the establishment of a working group and mentioning participants from various Norwegian organizations including Jan Evensmo, Knut Eigsaas, Jan Balstad, Kåre Tanghes, and Knut Lange.",public/images/primary/raw/iphone/IMG_0561.HEIC,
IMG_0562.HEIC,iphone,2026-03-24 12:56:33 +0000,2026,,,iPhone 15,3,,1. januar 1971,"Norwegian project plan document titled 'Forprosjekt' outlining a research project starting January 1, 1971 with NTNF financing, containing six main work points including literature studies, competence analysis, group work with business personnel, company visits, and work form recommendations.",public/images/primary/raw/iphone/IMG_0562.HEIC,
IMG_0563.HEIC,iphone,2026-03-24 12:56:39 +0000,2026,,,iPhone 15,3,,,"Page 3 of a Norwegian document discussing project planning and methodology, containing sections labeled Ad 2, Ad 3, and Ad 4 that address self-evident considerations for developing existing methods, competence requirements related to EDB and MTM-studies, and the importance of avoiding researcher dominance in project work.",public/images/primary/raw/iphone/IMG_0563.HEIC,
IMG_0564.HEIC,iphone,2026-03-24 12:56:54 +0000,2026,,,iPhone 15,3,,,"A Norwegian letter dated in January (signed by Kirsten Nygaard) regarding business operations, planning systems, and project management for Jern- og Metallarbeiderforbund (Iron and Metal Workers' Union), with distribution list including Jan Balstad, Kåre Tangnes, Erland Mikkelsen, Leif Schou, and Knut Lange.",public/images/primary/raw/iphone/IMG_0564.HEIC,
IMG_0565.HEIC,iphone,2026-03-24 13:00:45 +0000,2026,,,iPhone 15,3,,"28. desember, 1970","Norwegian computing center (NJEM) memo outlining project objectives for their research project, including goals related to planning systems, analysis of existing planning systems, and NJEM's requirements for a planning/control system.",public/images/primary/raw/iphone/IMG_0565.HEIC,
IMG_0566.HEIC,iphone,2026-03-24 13:00:52 +0000,2026,,,iPhone 15,3,,,"A Norwegian-language document page (numbered 2) discussing planning systems and competence development, containing sections labeled d) through f) addressing topics such as establishment and maintenance of MZM competence in planning processes, competence development, and reference to a 'Verksted-laboratorium' in SIMULA, followed by section 2 on analysis of existing planning systems.",public/images/primary/raw/iphone/IMG_0566.HEIC,
IMG_0567.HEIC,iphone,2026-03-24 13:01:03 +0000,2026,,,iPhone 15,3,,,"A Norwegian-language document outlining a planning system's history and objectives, discussing system origins, implementation, literature review, and measurement criteria for evaluating planning outcomes.",public/images/primary/raw/iphone/IMG_0567.HEIC,
IMG_0568.HEIC,iphone,2026-03-24 13:01:13 +0000,2026,,,iPhone 15,3,,,"Norwegian language typewritten document discussing political system criteria, worker influence on labor conditions, and various types of direct and indirect influence mechanisms in the workplace, appears to be a policy or procedural document from the 1970s era.",public/images/primary/raw/iphone/IMG_0568.HEIC,
IMG_0569.HEIC,iphone,2026-03-24 13:01:20 +0000,2026,,,iPhone 15,3,,,"A typed Norwegian document discussing indirect influence through psychological factors in workplace organization, listing 10 numbered points about competition between workers, stress symptoms, system misuse, and work safety concerns.",public/images/primary/raw/iphone/IMG_0569.HEIC,
IMG_0570.HEIC,iphone,2026-03-24 13:01:34 +0000,2026,,,iPhone 15,3,,,"Norwegian language document discussing system flexibility, potential influence, and system dependency regarding work organization and employment policies, with sections on system requirements for workers, system influence on settlement policies, system independence in technical form regarding EDB-machines and data terminals, and system vulnerability to formal technical changes.",public/images/primary/raw/iphone/IMG_0570.HEIC,
IMG_0571.HEIC,iphone,2026-03-24 13:01:52 +0000,2026,,,iPhone 15,3,,,"Page 7 of a Norwegian questionnaire or document discussing system possibilities, system costs, system database, and employee influence on systems, with numbered questions about maintenance procedures, rules/criteria, combinations, and non-disclosure of information.",public/images/primary/raw/iphone/IMG_0571.HEIC,
IMG_0572.HEIC,iphone,2026-03-24 13:02:01 +0000,2026,,,iPhone 15,3,,,"A Norwegian-language document discussing system analysis, containing sections on how systems are analyzed, practical requirements for system development, and a section on 'Verksted-laboratorium' (Workshop-laboratory) with questions about laboratory activities and model building.",public/images/primary/raw/iphone/IMG_0572.HEIC,
IMG_0573.HEIC,iphone,2026-03-24 13:02:13 +0000,2026,,,iPhone 15,3,,,"Norwegian administrative or planning document numbered 5, containing numbered sections (1-4) discussing models, their use, EDB (electronic data processing), and work group establishment, with subsections outlining specific tasks and procedures.",public/images/primary/raw/iphone/IMG_0573.HEIC,
IMG_0574.HEIC,iphone,2026-03-24 13:02:21 +0000,2026,,,iPhone 15,3,,8/2-71,"Typed letter or document excerpt in Norwegian signed by Jan Evensmo, discussing concrete implementation of a project and laying out early timeline foundations for a project as outlined, dated 8 February 1971.",public/images/primary/raw/iphone/IMG_0574.HEIC,
IMG_0575.HEIC,iphone,2026-03-24 13:05:17 +0000,2026,,,iPhone 15,3,,22.6.1973,"Letter from Norsk Hydro a.s (Porsgrunn Fabrikker) to Norsk Regnesentral dated 22.6.1973, listing three publications by Nygaard and Bergo regarding data handling and processing for industrial applications, with handwritten notes indicating oversøkt (checked) status.",public/images/primary/raw/iphone/IMG_0575.HEIC,
IMG_0576.HEIC,iphone,2026-03-24 13:07:12 +0000,2026,,,iPhone 15,,,22.11.1971,"Handwritten note in Norwegian documenting a meeting or project status regarding Kirsten Wygaard and others, with mentions of wooden projects, procedures, and various tasks to be completed.",public/images/primary/raw/iphone/IMG_0576.HEIC,
IMG_0577.HEIC,iphone,2026-03-24 13:07:20 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper discussing various topics including AU's price excellence, international agreements, and organizational matters with references to foreign relations strategy and policy.",public/images/primary/raw/iphone/IMG_0577.HEIC,
IMG_0578.HEIC,iphone,2026-03-24 13:07:56 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian regarding a meeting (møte/legat) about Bygdel 135 OOK and housing arrangements (påleggging storing 93), with meeting participants listed (Leif Skaar, Finn Balstad, Harry Ottausen, Unsten Nygaard, Olav Tenge Sorgo) and numbered agenda items discussing housing matters and administrative procedures.",public/images/primary/raw/iphone/IMG_0578.HEIC,
IMG_0579.HEIC,iphone,2026-03-24 13:30:04 +0000,2026,,,iPhone 15,3,,26.4.73,"Handwritten Norwegian notes about a 1973 meeting (SK-møte/Holmenkollen møte) listing attendees and agenda items related to organizational status, including discussion of statutes and activities for projects.",public/images/primary/raw/iphone/IMG_0579.HEIC,
IMG_0580.HEIC,iphone,2026-03-24 13:30:22 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper containing sketches of architectural or structural elements, lists of abbreviations and codes (SD, KN, KL, KE, KN, DTG, GB, etc.), red-outlined boxes with text about what appears to be construction or material specifications, and running text discussing materials and construction details.",public/images/primary/raw/iphone/IMG_0580.HEIC,
IMG_0581.HEIC,iphone,2026-03-24 13:30:38 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian text on grid paper discussing membership, club matters, and organizational procedures, appears to be meeting minutes or administrative notes from a club or association.",public/images/primary/raw/iphone/IMG_0581.HEIC,
IMG_0582.HEIC,iphone,2026-03-24 13:30:47 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian notes on grid paper discussing dialectal variations (marked as 'fridag kl 8:30'), including linguistic analysis of word forms and usage patterns with references to speakers and regional differences, with questions about verb forms and project prospects at the bottom.",public/images/primary/raw/iphone/IMG_0582.HEIC,
IMG_0583.HEIC,iphone,2026-03-24 13:30:59 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian discussing various topics including underlag (underlayment), architectural or building-related terms, and references to 'K.E.' and 'bnuselier' (possibly a person or organization name), with several bullet points and abbreviated notations suggesting research or administrative notes.",public/images/primary/raw/iphone/IMG_0583.HEIC,
IMG_0584.HEIC,iphone,2026-03-24 13:31:23 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper discussing what appears to be organizational or procedural guidelines, with numbered sections (I-VI) covering various topics including staff roles, responsibilities, and administrative matters.",public/images/primary/raw/iphone/IMG_0584.HEIC,
IMG_0585.HEIC,iphone,2026-03-24 13:31:39 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian notes on grid paper discussing technical matters related to clutches, hydraulics, and mechanical systems, with references to KV and hydraulic components, likely technical documentation or meeting notes.",public/images/primary/raw/iphone/IMG_0585.HEIC,
IMG_0586.HEIC,iphone,2026-03-24 13:31:55 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian document containing numbered sections (§0-§5) discussing legal or administrative matters, possibly related to regulations, conditions, or official procedures, written in cursive script on grid paper.",public/images/primary/raw/iphone/IMG_0586.HEIC,
IMG_0587.HEIC,iphone,2026-03-24 13:32:11 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian containing various abbreviated entries and observations, including references to organizations, meetings, and administrative matters, possibly related to political or organizational activities.",public/images/primary/raw/iphone/IMG_0587.HEIC,
IMG_0588.HEIC,iphone,2026-03-24 13:32:22 +0000,2026,,,iPhone 15,3,,,"Handwritten notes on grid paper in Norwegian discussing taxonomic or botanical classification, including references to terms like 'Hersinaigeus', 'Ardedesomn', and various morphological or systematic characteristics.",public/images/primary/raw/iphone/IMG_0588.HEIC,
IMG_0589.HEIC,iphone,2026-03-24 13:33:59 +0000,2026,,,iPhone 15,3,,28. juni,"Handwritten notes in Norwegian containing administrative and organizational information, with references to SAK-nummer (case number), various abbreviated entries (KE, ORG, JB, STI, UP, HOH, SW, UB), and what appears to be meeting minutes or administrative records dated 28 June.",public/images/primary/raw/iphone/IMG_0589.HEIC,
IMG_0590.HEIC,iphone,2026-03-24 13:35:03 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian notes discussing database terminology, data structures, and technical systems with simple sketches of boxes, stacks, and a truck illustration included as visual examples.",public/images/primary/raw/iphone/IMG_0590.HEIC,
IMG_0591.HEIC,iphone,2026-03-24 13:37:24 +0000,2026,,,iPhone 15,3,,4.1.72,"Handwritten notes in Norwegian from a lecture or meeting dated 4.1.72 discussing legal matters, including references to various individuals and organizations such as Tor Halvorsen, Svein Walen, NFAIP, and mentions of hydraulic systems and regulations.",public/images/primary/raw/iphone/IMG_0591.HEIC,
IMG_0592.HEIC,iphone,2026-03-24 13:37:46 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian discussing various topics including references to 'Fetes', 'Hude', and organizational matters, with sections marked by abbreviations like 'GVC', 'W', 'Simensen', and 'JK'.",public/images/primary/raw/iphone/IMG_0592.HEIC,
IMG_0593.HEIC,iphone,2026-03-24 13:43:25 +0000,2026,,,iPhone 15,3,,4.1.74,"Handwritten Norwegian notes dated 4.1.74 regarding meeting attendees and discussion points, containing names and abbreviated references to organizations or topics.",public/images/primary/raw/iphone/IMG_0593.HEIC,
IMG_0594.HEIC,iphone,2026-03-24 13:43:38 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper containing case notes or clinical observations with numbered points about patients' symptoms, treatments, and medical conditions, including references to specific medical interventions and observations.",public/images/primary/raw/iphone/IMG_0594.HEIC,
IMG_0595.HEIC,iphone,2026-03-24 13:43:45 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper containing abbreviations and text entries labeled with initials (GG, KL, JB, GB, HOH, JØ), appearing to be interview notes or case documentation from an archival collection.",public/images/primary/raw/iphone/IMG_0595.HEIC,
IMG_0596.HEIC,iphone,2026-03-24 13:43:52 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper containing numbered items (KE, VI, T4, JS, SD, WEBB, GD) with references to organizations, meetings, and administrative matters, appearing to be meeting minutes or planning notes.",public/images/primary/raw/iphone/IMG_0596.HEIC,
IMG_0597.HEIC,iphone,2026-03-24 13:44:01 +0000,2026,,,iPhone 15,3,,8/14,"Handwritten Norwegian notes containing meeting minutes or discussion points about financing, budget planning, and various administrative matters with abbreviations and participant initials (JB, GB, JK, KK, KV, JØH, JS).",public/images/primary/raw/iphone/IMG_0597.HEIC,
IMG_0598.HEIC,iphone,2026-03-24 13:44:10 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian containing text about reports, foreign affairs, and administrative matters, with abbreviations like SD, RL, UNs, and references to various official designations and amounts (11.00, 12, 44.40).",public/images/primary/raw/iphone/IMG_0598.HEIC,
IMG_0599.HEIC,iphone,2026-03-24 13:45:01 +0000,2026,,,iPhone 15,3,,12.4.72,"A Norwegian research project memo (NRF's forskningsprosjekt, project nr. 135002) regarding a work report on data handling, planning and styling for a research handbook, signed by Olav Terje Børgo and Kirsten Nypaard.",public/images/primary/raw/iphone/IMG_0599.HEIC,
IMG_0600.HEIC,iphone,2026-03-24 13:45:10 +0000,2026,,,iPhone 15,3,,,"A Norwegian typewritten document discussing course materials and organization for AR3, mentioning NMH (Norwegian Academy of Music), SIMULA BEGIN software, and materials from Kristen Nygaard and other course instructors at the University of Oslo.",public/images/primary/raw/iphone/IMG_0600.HEIC,
IMG_0601.HEIC,iphone,2026-03-24 13:45:15 +0000,2026,,,iPhone 15,3,,,"Norwegian language document discussing materiel for AR2, Kristen Nygaard's work on planning systems, and containing sections on Disposisjon (disposition), FORORD (preface) by Leif Skau, and chapters on data handling (HVA ER DATABEHANDLING?) and systems and models.",public/images/primary/raw/iphone/IMG_0601.HEIC,
IMG_0602.HEIC,iphone,2026-03-24 13:45:26 +0000,2026,,,iPhone 15,3,,,"Norwegian document describing system and language specifications, with chapters on systems and languages, data machines, and planning/control systems, referencing various programming languages (COBOL, FORTRAN) and systems (SIMULA, CLASS, AUTOPROS, OPTIMA).",public/images/primary/raw/iphone/IMG_0602.HEIC,
IMG_0603.HEIC,iphone,2026-03-24 13:45:35 +0000,2026,,,iPhone 15,3,,,"A Norwegian-language document outline describing chapters 6-9 of content related to data machine usage, misuse, club activities, and professional responsibilities, referencing professor Knut Selmer and Jon Bing.",public/images/primary/raw/iphone/IMG_0603.HEIC,
IMG_0604.HEIC,iphone,2026-03-24 13:57:09 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian documenting a historical event titled 'FORBEREDELSE AV SK-MØTE' (Preparation for SK Meeting) with names of participants including Leif Skau, Kari Baltstad, Harry Ottausson, Kirsten Wyggaard, Olav Terje Bergo, and details about organizational tasks and discussions.",public/images/primary/raw/iphone/IMG_0604.HEIC,
IMG_0605.HEIC,iphone,2026-03-24 13:57:24 +0000,2026,,,iPhone 15,3,,,"Handwritten notes in Norwegian on grid paper discussing an analysis of a strengthening system, with references to torture, displacement, and organizational systems, appearing to be academic or research notes.",public/images/primary/raw/iphone/IMG_0605.HEIC,
IMG_0606.HEIC,iphone,2026-03-24 13:57:34 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian document containing numbered points discussing medical or administrative procedures, including references to EDB (electronic data processing), bedriftslege (occupational health physician), and various administrative processes related to patient care and record management.",public/images/primary/raw/iphone/IMG_0606.HEIC,
IMG_0607.HEIC,iphone,2026-03-24 13:57:45 +0000,2026,,,iPhone 15,3,,,"Handwritten Norwegian document discussing medical treatments and procedures, including references to FR1, FR2, FR3, FR4 holders and various administrative or healthcare-related matters.",public/images/primary/raw/iphone/IMG_0607.HEIC,
IMG_0608.HEIC,iphone,2026-03-24 13:57:53 +0000,2026,,,iPhone 15,3,,24/4-71,"Handwritten letter in Norwegian discussing a love triangle situation, dated 24 April 1971, with reference code 'GTB' at bottom.",public/images/primary/raw/iphone/IMG_0608.HEIC,
IMG_0609.HEIC,iphone,2026-03-24 13:58:18 +0000,2026,,,iPhone 15,3,,,"Handwritten mathematical calculations and notes on graph paper, featuring algebraic equations, fractions, and numerical work arranged in multiple columns across the page.",public/images/primary/raw/iphone/IMG_0609.HEIC,
IMG_0610.HEIC,iphone,2026-03-24 13:59:24 +0000,2026,,,iPhone 15,3,,1972,"Handwritten Norwegian document from January 1972 discussing meeting minutes and recommendations, including topics about exhibition engagement, database handling, storage of museum work items, and section responsibilities with reference to Article 2.",public/images/primary/raw/iphone/IMG_0610.HEIC,
IMG_0611.HEIC,iphone,2026-03-24 14:08:25 +0000,2026,,,iPhone 15,3,,7. september 1972,"Norwegian administrative document from Norsk Regnesentral regarding a research project (nr. 135002) on data processing, planning and steering, with notes on work progress and a plan to divide the work report into three parts.",public/images/primary/raw/iphone/IMG_0611.HEIC,
IMG_0612.HEIC,iphone,2026-03-24 14:08:30 +0000,2026,,,iPhone 15,3,,,"A Norwegian-language table of contents or document outline listing five chapters (some marked as 'not yet written'), notes on manuscript pages and figures, and information about three parts (Del II on Planning and Steering, Del III on Data Handling and Systems, and Den nye Del I on 'Alminnelig innføring'), with references to course materials and study briefs.",public/images/primary/raw/iphone/IMG_0612.HEIC,
IMG_0613.HEIC,iphone,2026-03-24 14:09:13 +0000,2026,,,iPhone 15,3,,,"Research report (Forskningsrapport nr. 1) in Norwegian on data handling, planning and control, presenting a strategy for building NJMF's knowledge and implementation.",public/images/primary/raw/iphone/IMG_0613.HEIC,
IMG_0614.HEIC,iphone,2026-03-24 14:09:18 +0000,2026,,,iPhone 15,3,,,"A Norwegian table of contents or outline document listing five main sections: Innledning (Introduction), Klubbens arbeid (Club's work), NJMF (an organization), Forskningen (Research), and Strategi-forslag (Strategy proposal), with various subsections detailing reports, models, and organizational matters related to AR1 and AR2.",public/images/primary/raw/iphone/IMG_0614.HEIC,
IMG_0615.HEIC,iphone,2026-03-24 14:09:23 +0000,2026,,,iPhone 15,3,,20/9-72,"A Norwegian document or memorandum listing three attachments (Vedlegg) concerning business cooperation and a joint project (LO/NAF), with references and citations, authored by Olav Terje Bergo dated September 20, 1972.",public/images/primary/raw/iphone/IMG_0615.HEIC,
IMG_0616.HEIC,iphone,2026-03-24 14:11:06 +0000,2026,,,iPhone 15,3,,12. september 1972,"Norwegian research project report on database handling, planning and management by NJMF, noting contributions from Kristen Nygaard and Olav Terje Bergo, with discussion of club organization problems and passive membership participation.",public/images/primary/raw/iphone/IMG_0616.HEIC,
IMG_0617.HEIC,iphone,2026-03-24 14:11:08 +0000,2026,,,iPhone 15,3,,1973,"Norwegian typewritten document from 1973 discussing HYDRAULIK A.S. company operations, club membership systems, and a five-point work program involving contact with Norsk Regnesentral and various organizational initiatives.",public/images/primary/raw/iphone/IMG_0617.HEIC,
IMG_0618.HEIC,iphone,2026-03-24 14:11:13 +0000,2026,,,iPhone 15,3,,25. november,"Norwegian typewritten memo regarding club activities and a proposal about the KV-POL governance system, addressing membership requirements, operations, interests, and CLASS assignments.",public/images/primary/raw/iphone/IMG_0618.HEIC,
IMG_0619.HEIC,iphone,2026-03-24 14:11:27 +0000,2026,,,iPhone 15,3,,,"A typewritten Norwegian document discussing the first report to the club at KV, followed by a section titled 'Oglands sykkelfabrikk' describing a Kongsberg seminar about work reports and the establishment of a new bicycle factory on a farm.",public/images/primary/raw/iphone/IMG_0619.HEIC,
IMG_0620.HEIC,iphone,2026-03-24 14:12:41 +0000,2026,,,iPhone 15,3,,,"This image appears to be a blank or nearly blank page with a uniform dark gray texture, possibly a separator sheet, back cover, or empty archival document with no visible text or identifying information.",public/images/primary/raw/iphone/IMG_0620.HEIC,
IMG_0622.HEIC,iphone,2026-03-24 14:14:40 +0000,2026,,,iPhone 15,3,,25.6.73,"Status report from Kristen Nygaard to the Styringskomiteen regarding a Jern- og Metalls research project, detailing publication plans and manuscript submissions for various reports (FR-1 through FR-8).",public/images/primary/raw/iphone/IMG_0622.HEIC,
IMG_0623.HEIC,iphone,2026-03-24 14:14:48 +0000,2026,,,iPhone 15,3,,,"Page 2 of a Norwegian document discussing work clubs (bedriftsklubb) affiliated with various organizations including Våpenfabrikkens Bedriftsklubb, Jonas Øgland A/S Sykkelsfabriken, and NEBB in Skøyen, describing their activities and work group initiatives from the 1970s era.",public/images/primary/raw/iphone/IMG_0623.HEIC,
